branch,run_at,git_commit,chain_id,criterion,criterion_name,verdict,evidence_name,value,meaning
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,proofVerifiedOnChain,"✗ the withdraw function takes no proof, so proof validity is asserted by the university backend and cannot be rechecked from chain data",Whether the proof is checked by a contract (true) or by the university backend (false) - read from the withdraw ABI
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,verifiedBy,university backend (off-chain),Who actually performs the proof check for this branch
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,commitmentPublishedOnChain,✓ a contract event carries the individual commitments,Whether any contract event carries the individual commitments
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,rootReconstructibleByThirdParty,✓ an outsider rebuilt the tree from the 500 published commitments and got the same root the contract reports,Whether an outsider can rebuild the Merkle tree from chain data alone and so confirm the root is honest
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,verifiableAxesPassed,1 of 2 (A: proof re-checkable | B: root re-buildable),"How many of the two independent axes hold: A = a third party can re-check the proof, B = a third party can rebuild the Merkle tree. 2 -> pass, 1 -> partial, 0 -> fail"
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,residualTrust,"proof validity - the withdraw function takes no proof, so the university backend asserts it; the commitment set itself is re-buildable from chain data",What a third party must STILL take on trust after reading everything the chain publishes
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,2b,State is verifiable without trusting the issuer (NIST IR 8202 s4 p.18),partial,rootPublishingEvents,"CommitmentsPublished(bytes32 root, bytes32[] commitments) | Deposit(uint256 amount) | RootUpdated(bytes32 root) | Withdraw(address recipient, uint256 amount, bytes32 nullifier, bytes32 root)",Full signature of every contract event - read it to see for yourself what the chain does and does not publish
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,3,Encrypted note on IPFS,pass,cid,QmNeMyBd4JSQEV7Lb1cRFEGDDdqu3kWmcR9c3Ka1p8JW3B,IPFS address of the note (anyone can fetch it)
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,3,Encrypted note on IPFS,pass,ipfsEnvelopeFields,version | ephemeralPublicKey | iv | authTag | ciphertext,Fields actually stored on IPFS - all of them are ciphertext
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,3,Encrypted note on IPFS,pass,decrypt_correctKey,student_id | amount | rho,Decrypting with the CORRECT key yields these fields
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,3,Encrypted note on IPFS,pass,decrypt_wrongKey,Unsupported state or unable to authenticate data,"Decrypting with a WRONG key is rejected by AES-GCM, not garbage"
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,publicSurfacesAudited,public inputs | calldata | events | contract state,Public data sources that were searched for the secrets
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,student_id_traces,[],Traces of `student_id` found on the public surface - [] means none
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,rho_traces,[],Traces of `rho` - [] means none
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,merklePath_traces,[],"Traces of the Merkle path (`siblings`, `directions`) - [] means none"
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,studentsAudited,500,Number of students whose secrets were searched for
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,studentsLeaked,0,Number of students whose secrets leaked - must be 0
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,4,Private witness,pass,leakDetails,[],Who leaked and what - [] means nobody leaked
